sentence,IOB,tokens,aspect,position,sentiment,probs,confidence
performanceamazing qualitygood quality very nice sound and comfortable to wearget a little bit hot after a whilelove this colourvery hard to get this colour and buying it during promo is so worthiedtq sellerjust the courier is slightly slower than usualno idea why,"['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performanceamazing', 'qualitygood', 'quality', 'very', 'nice', 'sound', 'and', 'comfortable', 'to', 'wearget', 'a', 'little', 'bit', 'hot', 'after', 'a', 'whilelove', 'this', 'colourvery', 'hard', 'to', 'get', 'this', 'colour', 'and', 'buying', 'it', 'during', 'promo', 'is', 'so', 'worthiedtq', 'sellerjust', 'the', 'courier', 'is', 'slightly', 'slower', 'than', 'usualno', 'idea', 'why']","['performanceamazing', 'sound', 'colourvery']","[[0], [5], [18]]","['Positive', 'Positive', 'Positive']","[[0.0006315864739008248, 0.00033877050736919045, 0.9990296363830566], [0.0008565874304622412, 0.00039466258022002876, 0.998748779296875], [0.0023897027131170034, 0.00043641950469464064, 0.9971739053726196]]","[0.999, 0.9987, 0.9972]"
materialgood comfortabilitygood,"['B-ASP', 'O']","['materialgood', 'comfortabilitygood']",['materialgood'],[[0]],['Positive'],"[[0.31863024830818176, 0.09781238436698914, 0.5835573673248291]]",[0.5836]
"Materialnais quality , not thick , not thin , delicious to use , very good at a good price , recommended","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']","['Materialnais', 'quality', ',', 'not', 'thick', ',', 'not', 'thin', ',', 'delicious', 'to', 'use', ',', 'very', 'good', 'at', 'a', 'good', 'price', ',', 'recommended']","['Materialnais', 'price']","[[0], [18]]","['Positive', 'Positive']","[[0.0013681984273716807, 0.000917251396458596, 0.9977145195007324], [0.0006882231682538986, 0.00037983342190273106, 0.9989319443702698]]","[0.9977, 0.9989]"
well i have a mirco sd card order that need to refund till to faulty but the customer service ask me to wait weeks after week and i believe this should be the 5th week overall shopping was great but when buying electrical stuff please dont buy here,"['O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['well', 'i', 'have', 'a', 'mirco', 'sd', 'card', 'order', 'that', 'need', 'to', 'refund', 'till', 'to', 'faulty', 'but', 'the', 'customer', 'service', 'ask', 'me', 'to', 'wait', 'weeks', 'after', 'week', 'and', 'i', 'believe', 'this', 'should', 'be', 'the', '5th', 'week', 'overall', 'shopping', 'was', 'great', 'but', 'when', 'buying', 'electrical', 'stuff', 'please', 'dont', 'buy', 'here']","['sd card', 'customer', 'shopping']","[[5, 6], [17], [36]]","['Negative', 'Negative', 'Negative']","[[0.9912557601928711, 0.008125528693199158, 0.0006187583203427494], [0.9960860013961792, 0.0035750712268054485, 0.0003388554323464632], [0.8582938313484192, 0.020363103598356247, 0.1213429868221283]]","[0.9913, 0.9961, 0.8583]"
"kemik box but the item is okay , it sounds good , it ' s worth the price","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['kemik', 'box', 'but', 'the', 'item', 'is', 'okay', ',', 'it', 'sounds', 'good', ',', 'it', ""'"", 's', 'worth', 'the', 'price']","['sounds', 'price']","[[9], [17]]","['Positive', 'Positive']","[[0.0006343202549032867, 0.0036049154587090015, 0.9957607388496399], [0.00027933140518143773, 0.0010516978800296783, 0.9986690282821655]]","[0.9958, 0.9987]"
waste this app not working my mobile so many time in install,"['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['waste', 'this', 'app', 'not', 'working', 'my', 'mobile', 'so', 'many', 'time', 'in', 'install']",['app'],[[2]],['Negative'],"[[0.9986951947212219, 0.0009252928430214524, 0.00037954101571813226]]",[0.9987]
"performance good , fast delivery , simple and easy to use , recommend","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']","['performance', 'good', ',', 'fast', 'delivery', ',', 'simple', 'and', 'easy', 'to', 'use', ',', 'recommend']","['performance', 'delivery', 'use']","[[0], [4], [10]]","['Positive', 'Positive', 'Positive']","[[0.0008054401259869337, 0.000518308486789465, 0.9986762404441833], [0.000537402112968266, 0.0003616897447500378, 0.999100923538208], [0.0007182701374404132, 0.0004304537724237889, 0.9988512992858887]]","[0.9987, 0.9991, 0.9989]"
too many fake items sold shouldnt be selling fake branded goods,"['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']","['too', 'many', 'fake', 'items', 'sold', 'shouldnt', 'be', 'selling', 'fake', 'branded', 'goods']","['items', 'branded']","[[3], [9]]","['Negative', 'Negative']","[[0.9987290501594543, 0.0010495927417650819, 0.0002212848048657179], [0.9984207153320312, 0.001256567775271833, 0.0003226477710995823]]","[0.9987, 0.9984]"
the delivery is efficient and the product is very good,"['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['the', 'delivery', 'is', 'efficient', 'and', 'the', 'product', 'is', 'very', 'good']",['delivery'],[[1]],['Positive'],"[[0.0011146062752231956, 0.00043402312439866364, 0.9984513521194458]]",[0.9985]
not bad used to be diehard qoo10 user now shopee,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['not', 'bad', 'used', 'to', 'be', 'diehard', 'qoo10', 'user', 'now', 'shopee']",[],[],[],[],[]
can do more buyers when products are not up to mark,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['can', 'do', 'more', 'buyers', 'when', 'products', 'are', 'not', 'up', 'to', 'mark']",[],[],[],[],[]
Thank you so much seller,"['O', 'O', 'O', 'O', 'B-ASP']","['Thank', 'you', 'so', 'much', 'seller']",['seller'],[[4]],['Positive'],"[[0.00337230134755373, 0.0010916668688878417, 0.9955360889434814]]",[0.9955]
site public some none stocks goods and cargo not so fast,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']","['site', 'public', 'some', 'none', 'stocks', 'goods', 'and', 'cargo', 'not', 'so', 'fast']",['stocks'],[[4]],['Negative'],"[[0.9987849593162537, 0.0009661035146564245, 0.00024899435811676085]]",[0.9988]
qualityexcellent performancegood bass bass is powerful but the treble is not so its comfortable for my head slightly noise canceling impressive build and light overall this is a great pair of headphones with the price this is an affordable sony headphones,"['B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['qualityexcellent', 'performancegood', 'bass', 'bass', 'is', 'powerful', 'but', 'the', 'treble', 'is', 'not', 'so', 'its', 'comfortable', 'for', 'my', 'head', 'slightly', 'noise', 'canceling', 'impressive', 'build', 'and', 'light', 'overall', 'this', 'is', 'a', 'great', 'pair', 'of', 'headphones', 'with', 'the', 'price', 'this', 'is', 'an', 'affordable', 'sony', 'headphones']","['qualityexcellent performancegood bass bass', 'treble', 'build']","[[0, 1, 2, 3], [8], [21]]","['Positive', 'Negative', 'Positive']","[[0.40531811118125916, 0.010849199257791042, 0.5838327407836914], [0.9901005625724792, 0.0032213672529906034, 0.006678126286715269], [0.005771614145487547, 0.0007835575961507857, 0.9934448003768921]]","[0.5838, 0.9901, 0.9934]"
yes so far the price is cheaper then other app like wish laz and q10,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['yes', 'so', 'far', 'the', 'price', 'is', 'cheaper', 'then', 'other', 'app', 'like', 'wish', 'laz', 'and', 'q10']",['price'],[[4]],['Positive'],"[[0.0003728817973751575, 0.0006233278545551002, 0.9990038275718689]]",[0.999]
performancegreat laptop everything is so smooth and fast for even an m1 macbook great,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performancegreat', 'laptop', 'everything', 'is', 'so', 'smooth', 'and', 'fast', 'for', 'even', 'an', 'm1', 'macbook', 'great']",['performancegreat'],[[0]],['Positive'],"[[0.0003016880073118955, 0.0006391024217009544, 0.99905925989151]]",[0.9991]
cannot view anything now is there a bug or something,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']","['cannot', 'view', 'anything', 'now', 'is', 'there', 'a', 'bug', 'or', 'something']",['bug'],[[7]],['Negative'],"[[0.9982329607009888, 0.0014529265463352203, 0.0003140247717965394]]",[0.9982]
easy to deal all kinds of things its alot of cheap deals,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']","['easy', 'to', 'deal', 'all', 'kinds', 'of', 'things', 'its', 'alot', 'of', 'cheap', 'deals']",['deals'],[[11]],['Positive'],"[[0.05288934335112572, 0.000814020459074527, 0.9462965726852417]]",[0.9463]
good works with cashback for extra discounts and vochers,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']","['good', 'works', 'with', 'cashback', 'for', 'extra', 'discounts', 'and', 'vochers']",['discounts'],[[6]],['Positive'],"[[0.002115844050422311, 0.000887668807990849, 0.9969965219497681]]",[0.997]
performancefast and reliable can transfer anywhere and anytime using the adapter thank you for the free gift that also helps to open the sim tray the seller is so kind as to do this kind of gesture the sd card works well fast as advertised 100mbps and storage was true not a fake product happy dealing with the seller the item reaches fast as well,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performancefast', 'and', 'reliable', 'can', 'transfer', 'anywhere', 'and', 'anytime', 'using', 'the', 'adapter', 'thank', 'you', 'for', 'the', 'free', 'gift', 'that', 'also', 'helps', 'to', 'open', 'the', 'sim', 'tray', 'the', 'seller', 'is', 'so', 'kind', 'as', 'to', 'do', 'this', 'kind', 'of', 'gesture', 'the', 'sd', 'card', 'works', 'well', 'fast', 'as', 'advertised', '100mbps', 'and', 'storage', 'was', 'true', 'not', 'a', 'fake', 'product', 'happy', 'dealing', 'with', 'the', 'seller', 'the', 'item', 'reaches', 'fast', 'as', 'well']","['performancefast', 'adapter', 'sim tray', 'sd card', 'storage']","[[0], [10], [23, 24], [38, 39], [47]]","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']","[[0.0001717188861221075, 0.0021703485399484634, 0.9976578950881958], [0.0008969804039224982, 0.021616501733660698, 0.9774864912033081], [0.06179681047797203, 0.9218795299530029, 0.01632363349199295], [0.001886150217615068, 0.028617771342396736, 0.9694960117340088], [0.00015281896048691124, 0.00135546934325248, 0.998491644859314]]","[0.9977, 0.9775, 0.9219, 0.9695, 0.9985]"
product is exactly like whats described in the description value for money worth every penny,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O']","['product', 'is', 'exactly', 'like', 'whats', 'described', 'in', 'the', 'description', 'value', 'for', 'money', 'worth', 'every', 'penny']",['value for money'],"[[9, 10, 11]]",['Positive'],"[[0.0003874481189996004, 0.00206213747151196, 0.9975504279136658]]",[0.9976]
im relatively new to shopee 10 purchases only so far its been a good shopping experience i havent had problems to require refunds but i hope it will be as buyer friendly as aliexpress which i have made 1000 purchases three improvements needed 1 the tabs to each games would be more direct currently you need to go through 23 levels just to play them 2 i wish theres a search similar image tab 3 filter features are very sluggish and messy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['im', 'relatively', 'new', 'to', 'shopee', '10', 'purchases', 'only', 'so', 'far', 'its', 'been', 'a', 'good', 'shopping', 'experience', 'i', 'havent', 'had', 'problems', 'to', 'require', 'refunds', 'but', 'i', 'hope', 'it', 'will', 'be', 'as', 'buyer', 'friendly', 'as', 'aliexpress', 'which', 'i', 'have', 'made', '1000', 'purchases', 'three', 'improvements', 'needed', '1', 'the', 'tabs', 'to', 'each', 'games', 'would', 'be', 'more', 'direct', 'currently', 'you', 'need', 'to', 'go', 'through', '23', 'levels', 'just', 'to', 'play', 'them', '2', 'i', 'wish', 'theres', 'a', 'search', 'similar', 'image', 'tab', '3', 'filter', 'features', 'are', 'very', 'sluggish', 'and', 'messy']",[],[],[],[],[]
nice to use,"['O', 'O', 'B-ASP']","['nice', 'to', 'use']",['use'],[[2]],['Positive'],"[[0.017168544232845306, 0.0017088176682591438, 0.981122612953186]]",[0.9811]
good good good quality good good good quality good good good quality,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['good', 'good', 'good', 'quality', 'good', 'good', 'good', 'quality', 'good', 'good', 'good', 'quality']",[],[],[],[],[]
disappointing that shopee does not take action against dishonourable sellers who cancel the buyerss orders citing out of stock and changing the price instantly has happened twice to me this year and shopee does not take action despite the user reporting have decided to boycott this app till the team actually protects buyers more,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['disappointing', 'that', 'shopee', 'does', 'not', 'take', 'action', 'against', 'dishonourable', 'sellers', 'who', 'cancel', 'the', 'buyerss', 'orders', 'citing', 'out', 'of', 'stock', 'and', 'changing', 'the', 'price', 'instantly', 'has', 'happened', 'twice', 'to', 'me', 'this', 'year', 'and', 'shopee', 'does', 'not', 'take', 'action', 'despite', 'the', 'user', 'reporting', 'have', 'decided', 'to', 'boycott', 'this', 'app', 'till', 'the', 'team', 'actually', 'protects', 'buyers', 'more']","['sellers', 'stock', 'price']","[[9], [18], [22]]","['Negative', 'Negative', 'Negative']","[[0.9984537363052368, 0.0011993555817753077, 0.00034682583645917475], [0.9984768033027649, 0.00111038435716182, 0.00041282607708126307], [0.9983769655227661, 0.001143410219810903, 0.00047958162031136453]]","[0.9985, 0.9985, 0.9984]"
still need some improvement for loading pages but wonderful deals to buy at certain hours of the day,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['still', 'need', 'some', 'improvement', 'for', 'loading', 'pages', 'but', 'wonderful', 'deals', 'to', 'buy', 'at', 'certain', 'hours', 'of', 'the', 'day']",['deals'],[[9]],['Positive'],"[[0.03180977329611778, 0.0007263338775373995, 0.9674639701843262]]",[0.9675]
once in a while not sure if its my phone or something but itll be quite laggystuck trying to browse if youre using it for some time but its just minor since reopening the app again works fine after that,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']","['once', 'in', 'a', 'while', 'not', 'sure', 'if', 'its', 'my', 'phone', 'or', 'something', 'but', 'itll', 'be', 'quite', 'laggystuck', 'trying', 'to', 'browse', 'if', 'youre', 'using', 'it', 'for', 'some', 'time', 'but', 'its', 'just', 'minor', 'since', 'reopening', 'the', 'app', 'again', 'works', 'fine', 'after', 'that']","['browse', 'app']","[[19], [34]]","['Negative', 'Positive']","[[0.9953179359436035, 0.0035248033236712217, 0.0011572715593501925], [0.006736851297318935, 0.0021806310396641493, 0.9910825490951538]]","[0.9953, 0.9911]"
performance condition cun packaging great got cheap price rm3599 good luck pay fast and loose payment price rm4300 cheap worth it,"['B-ASP', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performance', 'condition', 'cun', 'packaging', 'great', 'got', 'cheap', 'price', 'rm3599', 'good', 'luck', 'pay', 'fast', 'and', 'loose', 'payment', 'price', 'rm4300', 'cheap', 'worth', 'it']","['performance', 'cun packaging', 'price']","[[0], [2, 3], [7]]","['Positive', 'Positive', 'Positive']","[[0.002456839894875884, 0.0007006452069617808, 0.9968425035476685], [0.0016173376934602857, 0.0005890531465411186, 0.9977936744689941], [0.0017098768148571253, 0.00047632455243729055, 0.9978138208389282]]","[0.9968, 0.9978, 0.9978]"
performanceexcellent product quality is very good price is very good esp during sale period well packed received rodict and parts in good condition delivery took a few days but worth the wait recommended seller,"['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['performanceexcellent', 'product', 'quality', 'is', 'very', 'good', 'price', 'is', 'very', 'good', 'esp', 'during', 'sale', 'period', 'well', 'packed', 'received', 'rodict', 'and', 'parts', 'in', 'good', 'condition', 'delivery', 'took', 'a', 'few', 'days', 'but', 'worth', 'the', 'wait', 'recommended', 'seller']","['performanceexcellent', 'price', 'parts', 'delivery']","[[0], [6], [19], [23]]","['Positive', 'Positive', 'Neutral', 'Neutral']","[[0.00010086540714837611, 0.0008298699976876378, 0.9990692734718323], [8.244293712778017e-05, 0.000624828040599823, 0.9992927312850952], [0.028250915929675102, 0.7598586082458496, 0.21189041435718536], [0.050161585211753845, 0.9418119788169861, 0.00802644994109869]]","[0.9991, 0.9993, 0.7599, 0.9418]"
"seriously , it ' s the best , it ' s really comfortable to wear , just ignore it , reebook is the same as the other , let ' s give it a review","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['seriously', ',', 'it', ""'"", 's', 'the', 'best', ',', 'it', ""'"", 's', 'really', 'comfortable', 'to', 'wear', ',', 'just', 'ignore', 'it', ',', 'reebook', 'is', 'the', 'same', 'as', 'the', 'other', ',', 'let', ""'"", 's', 'give', 'it', 'a', 'review']",['wear'],[[14]],['Positive'],"[[0.00020398275228217244, 0.002517378656193614, 0.99727863073349]]",[0.9973]
love how easy online shopping is on shopee,"['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']","['love', 'how', 'easy', 'online', 'shopping', 'is', 'on', 'shopee']",['shopping'],[[4]],['Positive'],"[[0.0033644954673945904, 0.0006069894297979772, 0.9960285425186157]]",[0.996]
